date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:24:55	300/300	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2015%20Aug%202022%2014:25:01%20GMT	https://themes.3rdwavemedia.com/devcard/bs5/2.0/projects.html	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/projects.html	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/)
20:25:01	55823/55823	---M--	200	added ('OK')	image/png	etag:%22da0f-5c2646cebe2de%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/clients/profile-1.png	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/clients/profile-1.png	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/)
20:25:03	61262/61262	---M--	200	added ('OK')	image/png	etag:%22ef4e-5c2646ceef418%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/clients/profile-2.png	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/clients/profile-2.png	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/)
20:25:04	52116/52116	---M--	200	added ('OK')	image/png	etag:%22cb94-5c2646cf09a01%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/clients/profile-3.png	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/clients/profile-3.png	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/)
20:25:05	138971/138971	---M--	200	added ('OK')	image/jpeg	etag:%2221edb-5c2646d083968%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/profile-lg.jpg	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/profile-lg.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/)
20:25:09	52208/52208	---M--	200	added ('OK')	image/png	etag:%22cbf0-5c2646cfb295e%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/clients/profile-6.png	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/clients/profile-6.png	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/)
20:25:10	67821/67821	---M--	200	added ('OK')	image/png	etag:%22108ed-5c2646cf48600%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/clients/profile-4.png	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/clients/profile-4.png	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/)
20:25:10	56941/56941	---M--	200	added ('OK')	image/png	etag:%22de6d-5c2646cf783b1%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/clients/profile-5.png	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/clients/profile-5.png	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/)
20:25:13	79050/79050	---M--	200	added ('OK')	image/jpeg	etag:%22134ca-5c2646d25478f%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/project/project-1.jpg	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/project/project-1.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/)
20:25:20	130994/130994	---M--	200	added ('OK')	image/jpeg	etag:%221ffb2-5c2646d2db017%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/project/project-4.jpg	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/project/project-4.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/)
20:25:20	100331/100331	---M--	200	added ('OK')	image/jpeg	etag:%22187eb-5c2646d2ed8fe%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/project/project-3.jpg	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/project/project-3.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/)
20:25:22	37448/37448	---M--	200	added ('OK')	image/jpeg	etag:%229248-5c2646cd0d863%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/blog/blog-post-thumb-card-1.jpg	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/blog/blog-post-thumb-card-1.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/)
20:25:23	1816546/1816546	---MCZ	200	added ('OK')	application/javascript	etag:%221bb7e2-5dfc4a582b0fe-gzip%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/fontawesome/js/all.js	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/fontawesome/js/all.js	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/)
20:25:24	129480/129480	---M--	200	added ('OK')	image/jpeg	etag:%221f9c8-5c2646d242679%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/project/project-2.jpg	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/project/project-2.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/)
20:25:25	18554/18554	---M-Z	200	added ('OK')	application/javascript	etag:%22487a-5c2646e9717e0-gzip%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/plugins/popper.min.js	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/plugins/popper.min.js	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/)
20:25:26	60089/60089	---M-Z	200	added ('OK')	application/javascript	etag:%22eab9-5c5e7aca34ca7-gzip%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/plugins/bootstrap/js/bootstrap.min.js	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/plugins/bootstrap/js/bootstrap.min.js	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/)
20:25:26	31966/31966	---M-Z	200	added ('OK')	application/javascript	etag:%227cde-5c2646f9b379e-gzip%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/plugins/tiny-slider/min/tiny-slider.js	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/plugins/tiny-slider/min/tiny-slider.js	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/)
20:25:27	500/500	---M-Z	200	added ('OK')	application/javascript	etag:%221f4-5c2646d5a6e37-gzip%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/js/testimonials.js	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/js/testimonials.js	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/)
20:25:27	1534/1534	---M-Z	200	added ('OK')	application/javascript	etag:%225fe-5c2646d627515-gzip%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/js/demo/style-switcher.js	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/js/demo/style-switcher.js	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/)
20:25:27	1929/1929	---M-Z	200	added ('OK')	application/javascript	etag:%22789-5c2646e911896-gzip%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/plugins/js-cookie.min.js	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/plugins/js-cookie.min.js	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/)
20:25:28	1079/1079	---M-Z	200	added ('OK')	application/javascript	etag:%22437-5c2646d4f5df0-gzip%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/js/dark-mode.js	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/js/dark-mode.js	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/)
20:25:31	120645/120645	---M--	200	added ('OK')	image/jpeg	etag:%221d745-5c2646d3d44b8%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/project/project-5.jpg	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/project/project-5.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/portfolio.html)
20:25:33	141468/141468	---M--	200	added ('OK')	image/jpeg	etag:%222289c-5c2646cd88d37%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/blog/blog-post-thumb-card-3.jpg	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/blog/blog-post-thumb-card-3.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/)
20:25:34	171111/171111	---M--	200	added ('OK')	image/jpeg	etag:%2229c67-5c2646d3acfc2%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/project/project-7.jpg	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/project/project-7.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/portfolio.html)
20:25:36	5594/5594	---M-Z	200	added ('OK')	application/javascript	etag:%2215da-5c2646d6b6658-gzip%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/plugins/imagesloaded.pkgd.min.js	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/plugins/imagesloaded.pkgd.min.js	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/portfolio.html)
20:25:37	35445/35445	---M-Z	200	added ('OK')	application/javascript	etag:%228a75-5c2646d6a1a48-gzip%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/plugins/isotope.pkgd.min.js	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/plugins/isotope.pkgd.min.js	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/portfolio.html)
20:25:37	131057/131057	---M--	200	added ('OK')	image/jpeg	etag:%221fff1-5c2646d343c05%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/project/project-6.jpg	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/project/project-6.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/portfolio.html)
20:25:37	925/925	---M-Z	200	added ('OK')	application/javascript	etag:%2239d-5c2646d52f7e4-gzip%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/js/isotope-custom.js	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/js/isotope-custom.js	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/portfolio.html)
20:25:37	1063/1063	---M-Z	200	added ('OK')	application/javascript	etag:%22427-5c2646d57c678-gzip%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/js/pricing.js	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/js/pricing.js	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/services.html)
20:25:38	184433/184433	---M--	200	added ('OK')	image/jpeg	etag:%222d071-5c2646cdd53fb%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/blog/blog-post-thumb-card-2.jpg	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/blog/blog-post-thumb-card-2.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/)
20:25:39	40412/40412	---M--	200	added ('OK')	image/png	etag:%229ddc-5c2646d17260e%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/resume-profile.png	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/resume-profile.png	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/resume.html)
20:25:40	103892/103892	---M--	200	added ('OK')	image/jpeg	etag:%22195d4-5c2646d3a2f97%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/project/project-8.jpg	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/project/project-8.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/portfolio.html)
20:25:42	82953/82953	---M--	200	added ('OK')	image/jpeg	etag:%2214409-5c2646cfeee4b%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/blog/blog-post-thumb-card-5.jpg	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/blog/blog-post-thumb-card-5.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/blog-home.html)
20:25:43	77447/77447	---M--	200	added ('OK')	image/jpeg	etag:%2212e87-5c2646cd7c5fb%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/blog/blog-post-thumb-card-4.jpg	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/blog/blog-post-thumb-card-4.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/blog-home.html)
20:25:43	94868/94868	---M--	200	added ('OK')	image/jpeg	etag:%2217294-5c2646cdce698%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/blog/blog-post-thumb-card-6.jpg	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/blog/blog-post-thumb-card-6.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/blog-home.html)
20:25:47	20094/20094	---M--	200	added ('OK')	image/jpeg	etag:%224e7e-5c2646cb9d157%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/blog/blog-post-thumb-1.jpg	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/blog/blog-post-thumb-1.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/blog-home-alt.html)
20:25:48	40712/40712	---M--	200	added ('OK')	image/jpeg	etag:%229f08-5c2646cbab7d4%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/blog/blog-post-thumb-2.jpg	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/blog/blog-post-thumb-2.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/blog-home-alt.html)
20:25:49	111684/111684	---M--	200	added ('OK')	image/jpeg	etag:%221b444-5c2646d4714a8%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/project/project-figure-2.jpg	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/project/project-figure-2.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/project.html)
20:25:50	12648/12648	---M--	200	added ('OK')	image/jpeg	etag:%223168-5c2646cc5722a%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/blog/blog-post-thumb-4.jpg	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/blog/blog-post-thumb-4.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/blog-home-alt.html)
20:25:51	22485/22485	---M--	200	added ('OK')	image/jpeg	etag:%2257d5-5c2646cc64cef%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/blog/blog-post-thumb-5.jpg	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/blog/blog-post-thumb-5.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/blog-home-alt.html)
20:25:52	40292/40292	---M--	200	added ('OK')	image/jpeg	etag:%229d64-5c2646cbd925d%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/blog/blog-post-thumb-3.jpg	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/blog/blog-post-thumb-3.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/blog-home-alt.html)
20:25:52	1026/1026	---M-Z	200	added ('OK')	text/css	etag:%22402-5c2646f2d8edc-gzip%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/plugins/highlight/styles/monokai-sublime.css	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/plugins/highlight/styles/monokai-sublime.css	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/blog-post.html)
20:25:52	29577/29577	---M--	200	added ('OK')	image/jpeg	etag:%227389-5c2646cc92b5f%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/blog/blog-post-thumb-6.jpg	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/blog/blog-post-thumb-6.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/blog-home-alt.html)
20:25:52	117267/117267	---M--	200	added ('OK')	image/jpeg	etag:%221ca13-5c2646d4347eb%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/project/project-figure-1.jpg	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/project/project-figure-1.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/project.html)
20:25:53	99022/99022	---M-Z	200	added ('OK')	application/javascript	etag:%22bd88345e54896fdf79f585f9d089e582+gzip%22	https://platform.twitter.com/widgets.js	I:/portfolio/devcard/platform.twitter.com/widgets.js	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/blog-post.html)
20:25:54	79433/79433	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2015%20Aug%202022%2014:26:00%20GMT	https://3wmthemes.disqus.com/embed.js	I:/portfolio/devcard/3wmthemes.disqus.com/embed.js	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/blog-post.html)
20:26:02	117604/117604	---M-Z	200	added ('OK')	application/javascript	etag:%2262538559-9c36%22	http://cdnjs.cloudflare.com/ajax/libs/highlight.js/11.5.1/highlight.min.js	I:/portfolio/devcard/cdnjs.cloudflare.com/ajax/libs/highlight.js/11.5.1/highlight.min.js	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/blog-post.html)
20:26:02	263/263	---M-Z	200	added ('OK')	application/javascript	etag:%22107-5c2646d1977db-gzip%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/js/blog.js	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/js/blog.js	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/blog-post.html)
20:26:13	636618/636618	---M--	200	added ('OK')	image/jpeg	etag:%229b6ca-5c2646cc552e9%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/blog/blog-post-banner.jpg	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/blog/blog-post-banner.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/blog-post.html)
20:26:23	379502/379502	---M--	200	added ('OK')	image/jpeg	etag:%225ca6e-5c2646d17c252%22	https://themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/promo-banner.jpg	I:/portfolio/devcard/themes.3rdwavemedia.com/devcard/bs5/2.0/assets/images/promo-banner.jpg	(from https://themes.3rdwavemedia.com/devcard/bs5/2.0/blog-post.html)
